pubchem_id,source,has_trials,trial_count
176870,NIPH Clinical Trials Search of Japan,True,106
117947097,ClinicalTrials.gov,True,25
117947097,EU Clinical Trials Register,True,9
117947097,NIPH Clinical Trials Search of Japan,True,2
24776445,ClinicalTrials.gov,True,82
24776445,EU Clinical Trials Register,True,21
4495,ClinicalTrials.gov,True,6
4495,EU Clinical Trials Register,True,3
4495,NIPH Clinical Trials Search of Japan,True,1
5311180,ClinicalTrials.gov,True,16
5311180,EU Clinical Trials Register,True,2
5311180,NIPH Clinical Trials Search of Japan,True,10
2478,ClinicalTrials.gov,True,443
2478,EU Clinical Trials Register,True,48
2478,NIPH Clinical Trials Search of Japan,True,33
10114,ClinicalTrials.gov,True,5
10114,EU Clinical Trials Register,True,1
10114,NIPH Clinical Trials Search of Japan,True,1
5282451,ClinicalTrials.gov,True,4
5282451,EU Clinical Trials Register,True,12
5282451,NIPH Clinical Trials Search of Japan,True,1
441074,ClinicalTrials.gov,True,17
441074,EU Clinical Trials Register,True,1
441074,NIPH Clinical Trials Search of Japan,True,1
24997615,ClinicalTrials.gov,True,3
24997615,EU Clinical Trials Register,True,13
78357807,ClinicalTrials.gov,True,15
78357807,EU Clinical Trials Register,True,36
78357807,NIPH Clinical Trials Search of Japan,True,1
5282164,ClinicalTrials.gov,True,3
