drug-cell_line,max_e_distance,drug_organ
Digitoxin_CVCL_0131,37.055997606181805,Digitoxin_CNS/Brain
Abemaciclib_CVCL_1531,7.4509862089150545,Abemaciclib_Lung
Paclitaxel_CVCL_1571,7.447881224131098,Paclitaxel_Lung
Abemaciclib_CVCL_1495,7.440328374231876,Abemaciclib_Lung
GSK1059615_CVCL_1517,13.063887558847975,GSK1059615_Lung
Brivudine_CVCL_0399,10.361570851535982,Brivudine_Bowel
Niclosamide (olamine)_CVCL_0023,26.394763150436987,Niclosamide (olamine)_Lung
Ixazomib citrate_CVCL_1715,13.252454362608557,Ixazomib citrate_CNS/Brain
Idarubicin (hydrochloride)_CVCL_0371,24.008934323808223,Idarubicin (hydrochloride)_Esophagus/Stomach
vincristine_CVCL_1381,10.231996288759284,vincristine_Skin
LY-2584702 (tosylate salt)_CVCL_1094,7.39128623757381,LY-2584702 (tosylate salt)_Cervix
Ixazomib citrate_CVCL_1285,13.252454362608557,Ixazomib citrate_Lung
Sonidegib_CVCL_0069,15.54279746026005,Sonidegib_Skin
Sonidegib_CVCL_1125,15.54279746026005,Sonidegib_Peripheral Nervous System
Sonidegib_CVCL_1550,15.54279746026005,Sonidegib_Lung
Sonidegib_CVCL_0546,15.54279746026005,Sonidegib_Bowel
vincristine_CVCL_C466,10.231996288759284,vincristine_Pancreas
BAY1125976_CVCL_1731,15.76585655171082,BAY1125976_Lung
Bimiralisib_CVCL_0397,8.314871631270123,Bimiralisib_Bowel
Bortezomib_CVCL_1056,17.44525545110905,Bortezomib_Kidney
Bimiralisib_CVCL_1381,14.023982790784576,Bimiralisib_Skin
BI-78D3_CVCL_0399,13.627173093220616,BI-78D3_Bowel
GSK1059615_CVCL_0069,11.239640464769202,GSK1059615_Skin
Sapanisertib_CVCL_0397,10.111048533081997,Sapanisertib_Bowel
Ipatasertib_CVCL_1550,17.90892218199314,Ipatasertib_Lung
BAY1125976_CVCL_0028,10.614176377072477,BAY1125976_Uterus
ERK5-IN-2_CVCL_0028,11.497190583445033,ERK5-IN-2_Uterus
Bortezomib_CVCL_0359,16.920185506527524,Bortezomib_Bladder/Urinary Tract
Sonidegib_CVCL_1098,15.54279746026005,Sonidegib_Liver
Pemigatinib_CVCL_1056,7.296270579226741,Pemigatinib_Kidney
Bortezomib_CVCL_1517,16.920185506527524,Bortezomib_Lung
Bimiralisib_CVCL_1517,8.314871631270123,Bimiralisib_Lung
Trifluridine_CVCL_1571,7.280539422471794,Trifluridine_Lung
Hydroxyfasudil_CVCL_1577,7.276037064041034,Hydroxyfasudil_Lung
GSK1059615_CVCL_0334,13.063887558847975,GSK1059615_Pancreas
Epirubicin (hydrochloride)_CVCL_1097,12.155098877551117,Epirubicin (hydrochloride)_Skin
Epirubicin (hydrochloride)_CVCL_C466,12.155098877551117,Epirubicin (hydrochloride)_Pancreas
Sapanisertib_CVCL_1571,11.6031161472953,Sapanisertib_Lung
Panobinostat_CVCL_0359,17.777651124498888,Panobinostat_Bladder/Urinary Tract
GSK1059615_CVCL_0293,13.063887558847975,GSK1059615_Uterus
Abemaciclib_CVCL_0459,7.440328374231876,Abemaciclib_Lung
BAY1125976_CVCL_1056,15.76585655171082,BAY1125976_Kidney
Temuterkib_CVCL_1531,14.594178494502357,Temuterkib_Lung
Niclosamide (olamine)_CVCL_0480,26.394763150436987,Niclosamide (olamine)_Pancreas
Belinostat_CVCL_1731,13.378741705054273,Belinostat_Lung
c-Kit-IN-1_CVCL_0459,18.756704005848853,c-Kit-IN-1_Lung
Brivudine_CVCL_1495,10.361570851535982,Brivudine_Lung
9-ING-41_CVCL_0099,23.05794125220281,9-ING-41_Esophagus/Stomach
GSK1059615_CVCL_1547,13.063887558847975,GSK1059615_Lung
Panobinostat_CVCL_1094,17.777651124498888,Panobinostat_Cervix
Bortezomib_CVCL_1098,16.920185506527524,Bortezomib_Liver
Bimiralisib_CVCL_1724,8.314871631270123,Bimiralisib_Bowel
Niclosamide (olamine)_CVCL_1731,26.394763150436987,Niclosamide (olamine)_Lung
Bimiralisib_CVCL_0152,14.023982790784576,Bimiralisib_Pancreas
Panobinostat_CVCL_1125,17.777651124498888,Panobinostat_Peripheral Nervous System
venetoclax_CVCL_0152,12.48274519374306,venetoclax_Pancreas
Ixazomib citrate_CVCL_1517,13.252454362608557,Ixazomib citrate_Lung
Epirubicin (hydrochloride)_CVCL_0069,12.155098877551117,Epirubicin (hydrochloride)_Skin
Niclosamide (olamine)_CVCL_C466,26.394763150436987,Niclosamide (olamine)_Pancreas
Panobinostat_CVCL_1055,17.777651124498888,Panobinostat_Lung
GSK1059615_CVCL_0099,13.063887558847975,GSK1059615_Esophagus/Stomach
Sonidegib_CVCL_1731,15.54279746026005,Sonidegib_Lung
BAY1125976_CVCL_1517,15.76585655171082,BAY1125976_Lung
vincristine_CVCL_0069,10.231996288759284,vincristine_Skin
Bimiralisib_CVCL_1531,14.023982790784576,Bimiralisib_Lung
Pralsetinib_CVCL_0480,12.844729841299472,Pralsetinib_Pancreas
GSK1059615_CVCL_C466,13.063887558847975,GSK1059615_Pancreas
XRK3F2_CVCL_0069,16.349179750434406,XRK3F2_Skin
Panobinostat_CVCL_1635,17.777651124498888,Panobinostat_Pancreas
Neratinib (maleate)_CVCL_1571,7.107556748607497,Neratinib (maleate)_Lung
Budesonide_CVCL_1577,7.0977194235055165,Budesonide_Lung
Niclosamide (olamine)_CVCL_0359,26.394763150436987,Niclosamide (olamine)_Bladder/Urinary Tract
EX229_CVCL_1571,9.496492388788798,EX229_Lung
Panobinostat_CVCL_1517,17.777651124498888,Panobinostat_Lung
9-ING-41_CVCL_1716,23.05794125220281,9-ING-41_Lung
Sapanisertib_CVCL_0152,10.111048533081997,Sapanisertib_Pancreas
crizotinib_CVCL_1571,7.077432465586956,crizotinib_Lung
Niclosamide (olamine)_CVCL_0152,26.394763150436987,Niclosamide (olamine)_Pancreas
Belinostat_CVCL_0131,13.378741705054273,Belinostat_CNS/Brain
Diphenhydramine_CVCL_1531,7.066421702235683,Diphenhydramine_Lung
Ouabain (Octahydrate)_CVCL_1094,40.53536272385318,Ouabain (Octahydrate)_Cervix
Idarubicin (hydrochloride)_CVCL_1098,24.008934323808223,Idarubicin (hydrochloride)_Liver
Docetaxel_CVCL_1055,15.0266300228698,Docetaxel_Lung
Verteporfin_CVCL_0366,9.621797855086468,Verteporfin_Liver
Sonidegib_CVCL_1717,15.54279746026005,Sonidegib_Bowel
Doxorubicin (hydrochloride)_CVCL_0332,9.152381129401489,Doxorubicin (hydrochloride)_Breast
Auranofin_CVCL_0397,35.05189162587297,Auranofin_Bowel
Epirubicin (hydrochloride)_CVCL_1055,12.155098877551117,Epirubicin (hydrochloride)_Lung
XRK3F2_CVCL_0131,16.349179750434406,XRK3F2_CNS/Brain
Niclosamide (olamine)_CVCL_1125,26.394763150436987,Niclosamide (olamine)_Peripheral Nervous System
9-ING-41_CVCL_0069,23.05794125220281,9-ING-41_Skin
Belinostat_CVCL_1724,13.378741705054273,Belinostat_Bowel
Pralsetinib_CVCL_1571,7.005614438476588,Pralsetinib_Lung
GSK1059615_CVCL_0366,13.063887558847975,GSK1059615_Liver
MK-3903_CVCL_1571,6.999172404279914,MK-3903_Lung
Bergenin_CVCL_1571,6.996721813099303,Bergenin_Lung
Epirubicin (hydrochloride)_CVCL_0504,12.155098877551117,Epirubicin (hydrochloride)_Bowel
Sapanisertib_CVCL_0371,10.111048533081997,Sapanisertib_Esophagus/Stomach
LY-2584702 (tosylate salt)_CVCL_0399,8.53735516997001,LY-2584702 (tosylate salt)_Bowel
Gemcitabine_CVCL_1577,6.975643239054854,Gemcitabine_Lung
Sapanisertib_CVCL_1724,11.6031161472953,Sapanisertib_Bowel
9-ING-41_CVCL_1094,23.05794125220281,9-ING-41_Cervix
Panobinostat_CVCL_0371,17.777651124498888,Panobinostat_Esophagus/Stomach
Ipatasertib_CVCL_1666,17.90892218199314,Ipatasertib_Skin
Methylprednisolone succinate_CVCL_1531,6.953288799364344,Methylprednisolone succinate_Lung
Bimiralisib_CVCL_0459,14.023982790784576,Bimiralisib_Lung
Belinostat_CVCL_0504,13.378741705054273,Belinostat_Bowel
XRK3F2_CVCL_0366,16.349179750434406,XRK3F2_Liver
Bortezomib_CVCL_1094,16.920185506527524,Bortezomib_Cervix
NG25_CVCL_0504,11.307034362477124,NG25_Bowel
BI-78D3_CVCL_1381,13.627173093220616,BI-78D3_Skin
Harringtonine_CVCL_1094,70.70708497702348,Harringtonine_Cervix
Fluvoxamine (maleate)_CVCL_1571,6.921647214563254,Fluvoxamine (maleate)_Lung
Ipatasertib_CVCL_0293,17.90892218199314,Ipatasertib_Uterus
Lonafarnib_CVCL_0023,33.42936450406504,Lonafarnib_Lung
Brivudine_CVCL_1547,10.361570851535982,Brivudine_Lung
BI-78D3_CVCL_1495,13.627173093220616,BI-78D3_Lung
BI-78D3_CVCL_1724,13.627173093220616,BI-78D3_Bowel
Bimiralisib_CVCL_0099,8.314871631270123,Bimiralisib_Esophagus/Stomach
Ipatasertib_CVCL_1547,17.90892218199314,Ipatasertib_Lung
Ouabain (Octahydrate)_CVCL_1635,40.53536272385318,Ouabain (Octahydrate)_Pancreas
Niclosamide (olamine)_CVCL_0131,26.394763150436987,Niclosamide (olamine)_CNS/Brain
Ipatasertib_CVCL_0397,17.90892218199314,Ipatasertib_Bowel
GSK1059615_CVCL_1094,11.239640464769202,GSK1059615_Cervix
9-ING-41_CVCL_1098,23.05794125220281,9-ING-41_Liver
Sonidegib_CVCL_1094,15.54279746026005,Sonidegib_Cervix
BAY1125976_CVCL_1547,15.76585655171082,BAY1125976_Lung
Sapanisertib_CVCL_0320,10.111048533081997,Sapanisertib_Bowel
Baicalin_CVCL_1571,6.845845339757485,Baicalin_Lung
Panobinostat_CVCL_1715,17.777651124498888,Panobinostat_CNS/Brain
Docetaxel_CVCL_1381,15.0266300228698,Docetaxel_Skin
Methylprednisolone succinate_CVCL_1381,9.199060388262318,Methylprednisolone succinate_Skin
GSK1059615_CVCL_0320,11.239640464769202,GSK1059615_Bowel
Canagliflozin_CVCL_1571,6.778346566156333,Canagliflozin_Lung
Ixazomib citrate_CVCL_0546,13.252454362608557,Ixazomib citrate_Bowel
Ipatasertib_CVCL_1097,7.19626694339847,Ipatasertib_Skin
Belinostat_CVCL_1285,13.378741705054273,Belinostat_Lung
Gemcitabine_CVCL_1571,6.975643239054854,Gemcitabine_Lung
GSK1059615_CVCL_0292,13.063887558847975,GSK1059615_Bowel
Ixazomib citrate_CVCL_0359,13.252454362608557,Ixazomib citrate_Bladder/Urinary Tract
Cyclosporin A_CVCL_1531,6.743035628275656,Cyclosporin A_Lung
Bimiralisib_CVCL_0332,14.023982790784576,Bimiralisib_Breast
Sapanisertib_CVCL_1547,10.111048533081997,Sapanisertib_Lung
LY-2584702 (tosylate salt)_CVCL_1125,7.39128623757381,LY-2584702 (tosylate salt)_Peripheral Nervous System
Ouabain (Octahydrate)_CVCL_1550,40.53536272385318,Ouabain (Octahydrate)_Lung
Hydroxyfasudil_CVCL_1531,6.730431847105663,Hydroxyfasudil_Lung
Ipatasertib_CVCL_0334,17.90892218199314,Ipatasertib_Pancreas
Ixazomib citrate_CVCL_1635,13.252454362608557,Ixazomib citrate_Pancreas
Doxorubicin (hydrochloride)_CVCL_1097,9.152381129401489,Doxorubicin (hydrochloride)_Skin
XRK3F2_CVCL_1097,16.349179750434406,XRK3F2_Skin
Pralsetinib_CVCL_1119,12.844729841299472,Pralsetinib_Pancreas
BI-78D3_CVCL_1531,13.627173093220616,BI-78D3_Lung
Sapanisertib_CVCL_0023,11.6031161472953,Sapanisertib_Lung
Belinostat_CVCL_0152,13.378741705054273,Belinostat_Pancreas
Auranofin_CVCL_1125,35.05189162587297,Auranofin_Peripheral Nervous System
Topotecan (hydrochloride)_CVCL_1098,9.086601639675122,Topotecan (hydrochloride)_Liver
vincristine_CVCL_0397,10.231996288759284,vincristine_Bowel
Bortezomib_CVCL_0399,17.44525545110905,Bortezomib_Bowel
Bimiralisib_CVCL_0480,14.023982790784576,Bimiralisib_Pancreas
vincristine_CVCL_0023,10.231996288759284,vincristine_Lung
Vinblastine (sulfate)_CVCL_1119,6.674856742092338,Vinblastine (sulfate)_Pancreas
Belinostat_CVCL_1119,13.378741705054273,Belinostat_Pancreas
Sapanisertib_CVCL_C466,11.6031161472953,Sapanisertib_Pancreas
Sonidegib_CVCL_0371,15.54279746026005,Sonidegib_Esophagus/Stomach
GSK1059615_CVCL_1119,13.063887558847975,GSK1059615_Pancreas
Panobinostat_CVCL_1098,17.777651124498888,Panobinostat_Liver
Ixazomib citrate_CVCL_1531,13.252454362608557,Ixazomib citrate_Lung
Lonafarnib_CVCL_0099,33.42936450406504,Lonafarnib_Esophagus/Stomach
Docetaxel_CVCL_1635,15.0266300228698,Docetaxel_Pancreas
Sonidegib_CVCL_1716,15.54279746026005,Sonidegib_Lung
RMC-6236_CVCL_0152,8.658633225230918,RMC-6236_Pancreas
LY-2584702 (tosylate salt)_CVCL_0459,8.53735516997001,LY-2584702 (tosylate salt)_Lung
ERK5-IN-2_CVCL_1571,6.6044728561548105,ERK5-IN-2_Lung
BI-78D3_CVCL_0320,13.627173093220616,BI-78D3_Bowel
9-ING-41_CVCL_1056,23.05794125220281,9-ING-41_Kidney
Decitabine_CVCL_1531,6.598253034219443,Decitabine_Lung
Ixazomib citrate_CVCL_1056,13.252454362608557,Ixazomib citrate_Kidney
PH-797804_CVCL_1495,10.813507137654993,PH-797804_Lung
Bosentan (hydrate)_CVCL_1531,6.5879552664011065,Bosentan (hydrate)_Lung
BI-78D3_CVCL_0459,13.627173093220616,BI-78D3_Lung
Ropivacaine (hydrochloride monohydrate)_CVCL_1577,6.583059502221307,Ropivacaine (hydrochloride monohydrate)_Lung
BAY1125976_CVCL_1285,15.76585655171082,BAY1125976_Lung
Bimiralisib_CVCL_0504,14.023982790784576,Bimiralisib_Bowel
XRK3F2_CVCL_1693,16.349179750434406,XRK3F2_Lung
9-ING-41_CVCL_1715,23.05794125220281,9-ING-41_CNS/Brain
Ouabain (Octahydrate)_CVCL_0131,40.53536272385318,Ouabain (Octahydrate)_CNS/Brain
Digitoxin_CVCL_1550,37.055997606181805,Digitoxin_Lung
Ixazomib citrate_CVCL_0069,13.252454362608557,Ixazomib citrate_Skin
BAY1125976_CVCL_0320,15.76585655171082,BAY1125976_Bowel
Bimiralisib_CVCL_0546,8.314871631270123,Bimiralisib_Bowel
Verteporfin_CVCL_0332,9.621797855086468,Verteporfin_Breast
Epirubicin (hydrochloride)_CVCL_1666,12.155098877551117,Epirubicin (hydrochloride)_Skin
BAY1125976_CVCL_1125,15.76585655171082,BAY1125976_Peripheral Nervous System
Temuterkib_CVCL_1571,14.594178494502357,Temuterkib_Lung
BI-78D3_CVCL_0028,13.627173093220616,BI-78D3_Uterus
Sonidegib_CVCL_0152,15.54279746026005,Sonidegib_Pancreas
Ipatasertib_CVCL_1715,17.90892218199314,Ipatasertib_CNS/Brain
Bimiralisib_CVCL_1094,8.314871631270123,Bimiralisib_Cervix
Pralsetinib_CVCL_0428,12.844729841299472,Pralsetinib_Pancreas
NG25_CVCL_1478,11.307034362477124,NG25_Lung
Docetaxel_CVCL_1547,15.0266300228698,Docetaxel_Lung
GSK1059615_CVCL_1239,11.239640464769202,GSK1059615_CNS/Brain
GSK1059615_CVCL_1531,11.239640464769202,GSK1059615_Lung
GSK1059615_CVCL_0359,13.063887558847975,GSK1059615_Bladder/Urinary Tract
Belinostat_CVCL_1517,13.378741705054273,Belinostat_Lung
Encorafenib_CVCL_0099,6.479788420241414,Encorafenib_Esophagus/Stomach
Ipatasertib_CVCL_1119,17.90892218199314,Ipatasertib_Pancreas
TAK-733_CVCL_0459,6.460485219482511,TAK-733_Lung
Mitoxantrone (dihydrochloride)_CVCL_0332,9.499143226434024,Mitoxantrone (dihydrochloride)_Breast
EX229_CVCL_1119,8.062253293130762,EX229_Pancreas
Ipatasertib_CVCL_0069,17.90892218199314,Ipatasertib_Skin
Sapanisertib_CVCL_1731,10.111048533081997,Sapanisertib_Lung
Niclosamide (olamine)_CVCL_1724,26.394763150436987,Niclosamide (olamine)_Bowel
EX229_CVCL_0428,9.496492388788798,EX229_Pancreas
Brivudine_CVCL_0218,10.361570851535982,Brivudine_Bowel
vincristine_CVCL_1495,10.231996288759284,vincristine_Lung
Lonafarnib_CVCL_1571,6.426243544270552,Lonafarnib_Lung
9-ING-41_CVCL_0152,23.05794125220281,9-ING-41_Pancreas
Topotecan (hydrochloride)_CVCL_1478,9.086601639675122,Topotecan (hydrochloride)_Lung
Ixazomib citrate_CVCL_0480,13.252454362608557,Ixazomib citrate_Pancreas
Verteporfin_CVCL_1056,9.621797855086468,Verteporfin_Kidney
9-ING-41_CVCL_1125,23.05794125220281,9-ING-41_Peripheral Nervous System
NG25_CVCL_1098,11.307034362477124,NG25_Liver
Tomivosertib_CVCL_1531,6.4062007997398105,Tomivosertib_Lung
GSK1059615_CVCL_0546,11.239640464769202,GSK1059615_Bowel
Ipatasertib_CVCL_1056,17.90892218199314,Ipatasertib_Kidney
PF-06260933_CVCL_1531,6.384068876816492,PF-06260933_Lung
Doxorubicin (hydrochloride)_CVCL_1285,9.152381129401489,Doxorubicin (hydrochloride)_Lung
ULK-101_CVCL_0028,13.687524371091914,ULK-101_Uterus
Encorafenib_CVCL_1577,6.479788420241414,Encorafenib_Lung
LY-2584702 (tosylate salt)_CVCL_1495,8.53735516997001,LY-2584702 (tosylate salt)_Lung
BI-78D3_CVCL_0332,13.627173093220616,BI-78D3_Breast
vincristine_CVCL_1517,10.231996288759284,vincristine_Lung
RMC-6236_CVCL_0320,8.658633225230918,RMC-6236_Bowel
PH-797804_CVCL_1239,35.210342456510816,PH-797804_CNS/Brain
BI-78D3_CVCL_0366,13.627173093220616,BI-78D3_Liver
Sapanisertib_CVCL_1239,10.111048533081997,Sapanisertib_CNS/Brain
Piroxicam_CVCL_1571,6.348851806788723,Piroxicam_Lung
RMC-6236_CVCL_0546,8.658633225230918,RMC-6236_Bowel
RMC-6236_CVCL_0099,8.658633225230918,RMC-6236_Esophagus/Stomach
LY-2584702 (tosylate salt)_CVCL_0292,8.53735516997001,LY-2584702 (tosylate salt)_Bowel
Bimiralisib_CVCL_0320,8.314871631270123,Bimiralisib_Bowel
Ponatinib_CVCL_1098,10.932429021441852,Ponatinib_Liver
Fingolimod (hydrochloride)_CVCL_1571,6.334901492432358,Fingolimod (hydrochloride)_Lung
Bortezomib_CVCL_0480,16.920185506527524,Bortezomib_Pancreas
Tucidinostat_CVCL_1097,6.323523393131774,Tucidinostat_Skin
LY-2584702 (tosylate salt)_CVCL_1381,8.53735516997001,LY-2584702 (tosylate salt)_Skin
BAY1125976_CVCL_0371,15.76585655171082,BAY1125976_Esophagus/Stomach
Doxorubicin (hydrochloride)_CVCL_0131,9.152381129401489,Doxorubicin (hydrochloride)_CNS/Brain
c-Kit-IN-1_CVCL_0334,18.756704005848853,c-Kit-IN-1_Pancreas
Lapatinib ditosylate_CVCL_1571,6.306068412194865,Lapatinib ditosylate_Lung
Epirubicin (hydrochloride)_CVCL_0293,12.155098877551117,Epirubicin (hydrochloride)_Uterus
ERK5-IN-2_CVCL_1577,6.6044728561548105,ERK5-IN-2_Lung
Methylprednisolone succinate_CVCL_0320,9.199060388262318,Methylprednisolone succinate_Bowel
RMC-6236_CVCL_0371,8.658633225230918,RMC-6236_Esophagus/Stomach
Epirubicin (hydrochloride)_CVCL_1239,12.155098877551117,Epirubicin (hydrochloride)_CNS/Brain
Bimiralisib_CVCL_0293,8.314871631270123,Bimiralisib_Uterus
Celecoxib_CVCL_0399,12.477958065367153,Celecoxib_Bowel
BI-78D3_CVCL_1550,13.627173093220616,BI-78D3_Lung
Ixazomib citrate_CVCL_1478,13.252454362608557,Ixazomib citrate_Lung
Sapanisertib_CVCL_1125,10.111048533081997,Sapanisertib_Peripheral Nervous System
Niclosamide (olamine)_CVCL_1693,26.394763150436987,Niclosamide (olamine)_Lung
CP21R7_CVCL_1571,6.266649788305447,CP21R7_Lung
Epirubicin (hydrochloride)_CVCL_1547,12.155098877551117,Epirubicin (hydrochloride)_Lung
BAY1125976_CVCL_0292,15.76585655171082,BAY1125976_Bowel
Minodronic acid_CVCL_1531,6.262717679831798,Minodronic acid_Lung
Trametinib_CVCL_1571,6.254777831639803,Trametinib_Lung
Sapanisertib_CVCL_1550,10.111048533081997,Sapanisertib_Lung
c-Kit-IN-1_CVCL_0320,18.756704005848853,c-Kit-IN-1_Bowel
vincristine_CVCL_1094,10.231996288759284,vincristine_Cervix
Abemaciclib_CVCL_1119,7.440328374231876,Abemaciclib_Pancreas
XRK3F2_CVCL_1056,16.349179750434406,XRK3F2_Kidney
GSK1059615_CVCL_0371,11.239640464769202,GSK1059615_Esophagus/Stomach
GSK1059615_CVCL_0023,13.063887558847975,GSK1059615_Lung
Digitoxin_CVCL_1577,37.055997606181805,Digitoxin_Lung
Bortezomib_CVCL_0179,16.920185506527524,Bortezomib_Breast
BI-78D3_CVCL_0397,13.627173093220616,BI-78D3_Bowel
Sonidegib_CVCL_1097,15.54279746026005,Sonidegib_Skin
AZD2858_CVCL_1577,6.203934211710237,AZD2858_Lung
Irinotecan (hydrochloride)_CVCL_0028,6.2012209193181365,Irinotecan (hydrochloride)_Uterus
Sapanisertib_CVCL_0069,10.111048533081997,Sapanisertib_Skin
EX229_CVCL_1381,9.496492388788798,EX229_Skin
vincristine_CVCL_1097,10.231996288759284,vincristine_Skin
Bimiralisib_CVCL_0028,14.023982790784576,Bimiralisib_Uterus
Ralimetinib dimesylate_CVCL_1571,10.708612130296874,Ralimetinib dimesylate_Lung
GSK1059615_CVCL_1666,13.063887558847975,GSK1059615_Skin
Bimiralisib_CVCL_0371,8.314871631270123,Bimiralisib_Esophagus/Stomach
9-ING-41_CVCL_1097,23.05794125220281,9-ING-41_Skin
Methylprednisolone succinate_CVCL_0028,9.199060388262318,Methylprednisolone succinate_Uterus
BAY1125976_CVCL_0293,15.76585655171082,BAY1125976_Uterus
Riluzole hydrochloride_CVCL_1571,6.158753166831718,Riluzole hydrochloride_Lung
Sapanisertib_CVCL_0292,11.6031161472953,Sapanisertib_Bowel
Niclosamide (olamine)_CVCL_1716,26.394763150436987,Niclosamide (olamine)_Lung
Niclosamide (olamine)_CVCL_0332,26.394763150436987,Niclosamide (olamine)_Breast
TAK-733_CVCL_1495,6.460485219482511,TAK-733_Lung
vincristine_CVCL_0399,10.231996288759284,vincristine_Bowel
Brivudine_CVCL_1478,10.361570851535982,Brivudine_Lung
Dabrafenib_CVCL_0028,10.194634846399984,Dabrafenib_Uterus
9-ING-41_CVCL_0131,23.05794125220281,9-ING-41_CNS/Brain
Ixazomib citrate_CVCL_0334,13.252454362608557,Ixazomib citrate_Pancreas
Digitoxin_CVCL_1635,37.055997606181805,Digitoxin_Pancreas
Digitoxin_CVCL_0028,37.055997606181805,Digitoxin_Uterus
Panobinostat_CVCL_0069,17.777651124498888,Panobinostat_Skin
Decitabine_CVCL_0028,6.114804058622807,Decitabine_Uterus
Encorafenib_CVCL_1055,6.479788420241414,Encorafenib_Lung
Methylprednisolone succinate_CVCL_0399,9.199060388262318,Methylprednisolone succinate_Bowel
Ipatasertib_CVCL_0359,17.90892218199314,Ipatasertib_Bladder/Urinary Tract
Sapanisertib_CVCL_0332,11.6031161472953,Sapanisertib_Breast
vincristine_CVCL_0546,10.231996288759284,vincristine_Bowel
Sapanisertib_CVCL_1517,11.6031161472953,Sapanisertib_Lung
Brivudine_CVCL_0023,10.361570851535982,Brivudine_Lung
Sapanisertib_CVCL_0366,11.6031161472953,Sapanisertib_Liver
Auranofin_CVCL_0504,35.05189162587297,Auranofin_Bowel
BI-78D3_CVCL_1547,13.627173093220616,BI-78D3_Lung
Doxorubicin (hydrochloride)_CVCL_0459,9.152381129401489,Doxorubicin (hydrochloride)_Lung
RMC-6236_CVCL_0399,8.658633225230918,RMC-6236_Bowel
Docetaxel_CVCL_0397,15.0266300228698,Docetaxel_Bowel
BAY1125976_CVCL_0504,15.76585655171082,BAY1125976_Bowel
vincristine_CVCL_0334,10.231996288759284,vincristine_Pancreas
GSK1059615_CVCL_1717,13.063887558847975,GSK1059615_Bowel
Menadione_CVCL_1571,6.047091504197574,Menadione_Lung
Docetaxel_CVCL_0292,15.0266300228698,Docetaxel_Bowel
Bimiralisib_CVCL_0334,14.023982790784576,Bimiralisib_Pancreas
Sapanisertib_CVCL_0334,10.111048533081997,Sapanisertib_Pancreas
Dabrafenib_CVCL_0099,10.194634846399984,Dabrafenib_Esophagus/Stomach
Sapanisertib_CVCL_0218,11.6031161472953,Sapanisertib_Bowel
Brivudine_CVCL_0480,10.361570851535982,Brivudine_Pancreas
BAY1125976_CVCL_1550,15.76585655171082,BAY1125976_Lung
Methylprednisolone succinate_CVCL_0428,9.199060388262318,Methylprednisolone succinate_Pancreas
Belinostat_CVCL_1666,13.378741705054273,Belinostat_Skin
Ipatasertib_CVCL_1098,17.90892218199314,Ipatasertib_Liver
PF-06260933_CVCL_1119,8.975250581588245,PF-06260933_Pancreas
BI-78D3_CVCL_C466,13.627173093220616,BI-78D3_Pancreas
BAY1125976_CVCL_0459,15.76585655171082,BAY1125976_Lung
Methylprednisolone succinate_CVCL_1517,9.199060388262318,Methylprednisolone succinate_Lung
9-ING-41_CVCL_1731,23.05794125220281,9-ING-41_Lung
Methylprednisolone succinate_CVCL_1495,9.199060388262318,Methylprednisolone succinate_Lung
Sapanisertib_CVCL_1635,11.6031161472953,Sapanisertib_Pancreas
XRK3F2_CVCL_0179,16.349179750434406,XRK3F2_Breast
BI-78D3_CVCL_0334,13.627173093220616,BI-78D3_Pancreas
Paclitaxel_CVCL_0546,5.985171706390725,Paclitaxel_Bowel
LJI308_CVCL_1495,8.206849117537157,LJI308_Lung
LY-2584702 (tosylate salt)_CVCL_0428,8.53735516997001,LY-2584702 (tosylate salt)_Pancreas
Bortezomib_CVCL_1125,16.920185506527524,Bortezomib_Peripheral Nervous System
Celecoxib_CVCL_0028,12.477958065367153,Celecoxib_Uterus
Ipatasertib_CVCL_0546,17.90892218199314,Ipatasertib_Bowel
Abemaciclib_CVCL_0428,7.440328374231876,Abemaciclib_Pancreas
Pimitespib_CVCL_1577,5.963836030708286,Pimitespib_Lung
Sapanisertib_CVCL_0293,10.111048533081997,Sapanisertib_Uterus
Ixazomib citrate_CVCL_1495,13.252454362608557,Ixazomib citrate_Lung
Niclosamide (olamine)_CVCL_1531,26.394763150436987,Niclosamide (olamine)_Lung
Lonafarnib_CVCL_1731,33.42936450406504,Lonafarnib_Lung
ERK5-IN-2_CVCL_1055,11.497190583445033,ERK5-IN-2_Lung
BAY1125976_CVCL_0069,15.76585655171082,BAY1125976_Skin
PF-06260933_CVCL_1550,8.975250581588245,PF-06260933_Lung
Lumateperone (tosylate)_CVCL_1571,5.930706657361771,Lumateperone (tosylate)_Lung
BAY1125976_CVCL_1693,15.76585655171082,BAY1125976_Lung
Bimiralisib_CVCL_1285,14.023982790784576,Bimiralisib_Lung
vincristine_CVCL_1731,10.231996288759284,vincristine_Lung
Methylprednisolone succinate_CVCL_0099,9.199060388262318,Methylprednisolone succinate_Esophagus/Stomach
Methylprednisolone succinate_CVCL_1724,9.199060388262318,Methylprednisolone succinate_Bowel
BAY1125976_CVCL_1724,15.76585655171082,BAY1125976_Bowel
NG25_CVCL_1724,11.307034362477124,NG25_Bowel
Sapanisertib_CVCL_1094,10.111048533081997,Sapanisertib_Cervix
Digitoxin_CVCL_0069,37.055997606181805,Digitoxin_Skin
Belinostat_CVCL_1056,13.378741705054273,Belinostat_Kidney
